,y_test,prediction
8326,3099.9648,3082.567445999997
1075,809.6128,757.1677340000005
5953,3383.5956,1570.9551000000006
4660,952.7598,1724.4752639999997
7450,2407.5328,2575.3410320000016
7547,1970.768,1861.390376
360,898.83,3512.201528000001
6422,1310.2944,1945.9336599999983
3541,5522.811,2304.972967999998
8070,868.869,1435.1452160000003
7947,1556.6404,2672.4879100000003
5679,2596.62,3189.3817400000016
3350,3281.0624,1633.3538760000004
6839,2433.499,2412.526300000002
879,1155.8288,684.5555859999997
7542,785.644,1194.098983999999
2835,1480.7392,1581.1218659999993
1320,3582.004,3220.9539760000016
4786,3331.6632,3637.4118759999988
3002,591.8962,1342.8786520000003
3349,1006.6896,1399.4450199999999
5483,524.6504,1776.787170000001
8187,864.2084,1176.0824359999997
7953,271.6464,234.94084600000005
6723,4984.1788,5089.268672
3543,4815.0656,3692.153952
6432,1471.418,1529.8219760000002
5153,4374.306,4149.531919999999
6121,4287.752,1992.8659019999996
2997,2103.928,4384.1132339999995
7796,7158.6816,4000.9053860000045
1897,972.068,689.7687999999999
3016,1857.582,1221.1704120000006
3213,7247.233,5203.6397959999995
7055,4103.9912,3217.165574000001
99,1314.2892,3927.28788
6020,1218.414,1176.015856000001
5444,6207.9192,4608.827392
4591,1800.3232,3659.4698300000014
4762,2024.032,1467.6562299999998
6385,3739.1328,1870.2854640000005
4936,529.311,426.45155799999986
8144,1569.9564,4025.366878000001
6453,2014.7108,2261.576124000002
5515,2024.032,1971.5802759999997
7659,4026.7584,2174.0900039999997
5818,2576.646,2353.057044000001
1566,1342.2528,2945.9719179999997
2464,3185.1872,1932.8972959999994
4541,2105.2596,2014.8572759999997
5227,2106.5912,2489.9521819999986
1867,209.727,688.3639620000001
2499,2749.754,3210.1014359999995
3685,2712.4692,2813.0249740000004
7741,2078.6276,1846.4365080000016
5982,194.4136,116.57492200000006
5857,3515.424,2602.7919660000002
3916,1023.3346,599.0402339999994
748,996.0368,732.120338
7024,1422.1488,2768.696009999999
4046,3675.216,3759.0069299999986
1027,830.9184,1006.2301979999988
1421,2375.5744,1749.5226600000017
3437,3571.3512,3338.454359999998
7740,4068.038,4708.018276
3915,210.3928,664.9078280000004
5942,1211.756,1638.4072979999996
5894,198.4084,257.98418399999997
4896,4570.0512,2400.0558659999983
6120,1813.6392,4385.351622000001
3210,5386.9878,3564.366958
1046,759.012,463.07055800000023
7157,1270.3464,2343.9955060000007
6178,1182.4608,656.8316740000002
5809,2460.7968,1673.734646
2145,3928.22,2435.7360879999997
2008,2380.9008,1988.425016
6186,2387.5588,2912.848368000001
8137,1182.4608,2144.155636000001
5151,768.999,1002.9744360000003
7688,4687.232,4175.46483
4350,39.948,104.72368199999997
4593,2916.204,3421.006901999999
4700,2759.0752,1731.452848000001
5507,739.038,466.0333679999999
5417,2045.3376,2691.170258
353,2586.633,3203.2170640000013
4638,540.6296,704.0635259999998
2412,4845.0266,3561.177775999999
1123,1570.6222,2685.830542000002
676,1496.0526,3856.773001999998
2771,1651.184,1613.3798760000002
1650,7130.718,3535.844086000001
7661,1693.7952,1740.8406279999988
2794,934.7832,558.5795680000003
1210,2832.979,1957.6517399999993
1811,468.7232,749.1847919999999
7464,2922.1962,2460.903328000002
1790,4111.9808,6776.559005999993
6841,601.8832,1166.7412620000005
1009,10236.675,6485.870725999998
2865,1629.8784,2101.6443060000015
7308,1428.141,1863.3811180000005
710,387.4956,3704.191616000001
7470,659.142,347.16809400000005
1550,2727.7826,2303.3617320000003
23,214.3876,318.3589280000002
3043,1569.9564,1297.7973339999994
7610,455.4072,216.86437600000005
6071,1267.6832,1225.1785279999997
5642,5978.2182,3927.594147999999
7643,2492.7552,3703.239522000001
7654,1717.764,2665.117504000001
7067,1948.1308,3379.4210340000036
7804,382.1692,476.666194
4209,175.7712,669.0491039999999
6365,1677.816,1705.519938
6976,339.558,469.2558399999998
6511,4454.202,3530.477738000001
1981,3563.3616,2260.903666000001
3795,563.2668,556.7419599999995
5705,435.4332,397.4759420000001
2252,283.6308,359.6118959999999
1488,671.1264,1619.232258000001
4078,1659.1736,2821.553872
1744,939.4438,1061.45165
6326,940.7754,1834.2457099999995
2955,2063.98,969.491354
2404,3078.6592,2807.851708
5934,221.0456,185.678304
3012,852.224,652.2842600000002
647,2478.7734,2026.8283600000007
4110,2621.9204,1749.256339999999
7617,2625.9152,2690.224822
8212,1981.4208,3379.7472760000005
6472,3202.498,3442.545531999999
3837,1435.4648,1537.5785460000002
1858,1853.5872,1334.7891820000002
7881,469.389,430.89910200000014
8175,3352.303,5445.538251999995
1166,659.142,904.8688060000006
6675,371.5164,2168.4173879999994
8292,543.2928,322.5268360000001
3668,1390.1904,2181.8066260000023
511,2403.538,2078.0816439999967
4763,4207.856,5723.216799999998
6080,83.8908,200.94509799999992
5058,4504.8028,3774.227117999999
7150,4407.596,3192.830584
3305,1618.5598,2041.4892760000012
4609,1049.9666,753.525808
4379,605.878,722.0867319999996
4877,2914.8724,4805.291656
4773,3131.9232,3237.6921880000004
7069,3954.852,3434.149793999997
8359,645.1602,479.04975800000034
291,3866.9664,5795.602576
5749,1607.2412,745.1700180000003
3973,552.614,585.6376800000002
7973,1471.418,1972.7720579999993
93,622.523,967.5272439999998
1535,2554.0088,1566.2878420000006
3441,1238.388,1886.5909060000008
1501,222.3772,286.5403460000002
248,535.969,1358.8245619999998
3341,299.61,186.417342
1322,3149.234,2474.4723320000016
2579,1584.604,983.6795519999994
7478,788.973,606.7635139999999
6216,1105.228,1746.739616
3538,857.5504,766.7952020000001
2578,2648.5524,2970.859522000001
1263,2373.577,1778.8245180000004
4932,2460.7968,1869.2801060000004
319,4414.254,3592.7433539999997
2582,117.8466,293.2849
3903,7170.666,6497.4356720000005
6726,396.8168,3213.843231999999
263,5359.69,3624.6950959999986
2321,1134.5232,1451.3441299999997
5001,1438.128,1564.863029999999
6127,1225.072,1610.7233339999993
8492,2419.5172,1386.4419459999997
185,1012.016,1610.63678
6757,2807.0128,2230.4233420000005
1509,3078.6592,2986.9785399999987
4162,2992.771,1644.9454540000013
1922,4434.228,2866.4088179999985
4982,3367.6164,3103.5135139999993
5364,3903.5854,3002.192069999999
6987,5007.4818,4131.235735999999
7853,3515.424,6573.1704219999965
6607,2966.139,3216.426535999999
1061,1160.4894,976.6620200000001
8029,751.0224,4707.079498000004
7064,2380.9008,2835.5356719999995
3689,671.1264,1025.325341999999
927,1569.9564,3006.8926179999985
2272,1478.076,866.1924840000006
3621,1165.15,659.1952639999995
5493,1221.0772,3044.330552000001
3532,2220.443,1190.2706339999984
3734,2878.2534,4653.642390000001
7423,1836.2764,2091.0247959999997
3753,3998.7948,2846.295
4899,5727.2116,3426.133562
6644,50.6008,118.1129199999999
6175,3089.9778,1670.6320179999996
5823,1416.8224,534.0182060000002
7272,2659.871,2819.9559520000003
2968,2143.876,1790.888814
217,260.9936,703.8238379999998
6037,179.766,63.19107800000003
2905,2886.9088,3066.335241999999
2407,71.9064,66.14057200000002
4582,3495.45,5522.518048000002
5570,3844.995,2484.4060680000007
8270,1937.478,2654.278279999999
4270,2360.9268,2225.0303620000022
1465,4074.696,3090.6436000000012
7834,1133.8574,1308.3968699999991
6023,1492.0578,1008.7935280000005
7361,3151.8972,3307.175076000003
6253,1629.8784,3483.0994099999975
7200,3448.844,2612.8189139999995
5905,5608.6992,3029.676294000001
1467,6064.1064,5286.232285999997
2316,1724.422,3997.5430959999994
6444,3844.995,2996.705877999998
7817,1584.604,4631.158324000001
1430,1661.8368,999.9783359999998
7379,555.2772,668.8626799999997
3941,467.3916,515.4090960000001
1103,5350.3688,3060.5893879999994
6329,1351.574,1616.0497340000002
4022,918.804,843.8016300000004
7029,882.8508,801.0239800000004
4730,5896.3248,2440.270185999998
7749,2972.797,2582.5782779999995
2833,2133.2232,1656.0509979999988
3921,2900.2248,2907.042591999998
6931,5634.6654,3148.5681999999997
3889,245.6802,569.498688
6109,1655.1788,1471.4712640000012
3154,8912.3988,4616.850281999997
7346,3545.385,2169.2230060000006
5832,192.4162,524.2842099999998
4956,4566.7222,3031.2808719999994
2492,796.9626,857.5171099999998
3125,2603.278,3434.655802000002
540,56.593,188.32818800000007
6300,2239.0854,1935.886738
101,2854.9504,4509.283633999999
222,265.6542,500.11566999999974
7564,802.9548,976.349094
5192,44.6086,142.95391800000004
5226,490.0288,1976.067767999999
4959,111.8544,636.5114580000002
2577,846.8976,2014.7840379999989
1656,3455.502,1838.3004319999986
4050,6114.7072,4960.4696619999995
1055,2874.9244,2585.514456000001
4395,2458.1336,2648.0929980000014
2201,1223.0746,1643.2809539999994
8356,4026.7584,5858.320936
5447,4532.7664,3844.116144
7333,585.904,414.87329600000004
6373,2669.1922,1602.8535780000013
3039,105.8622,68.00481200000002
5114,351.5424,637.6832660000003
3181,4414.254,1973.3845939999999
5165,2954.1546,3667.932148000001
4366,4042.7376,4915.554794000001
6441,1341.587,993.6598939999999
8024,1772.3596,1127.4324299999998
5893,2404.8696,3091.3426900000004
1244,1540.6612,1898.0892719999997
6115,2612.5992,2682.5215159999993
1339,2380.9008,3584.7204639999964
7588,1845.5976,1608.179978000001
7640,697.7584,1527.6514680000005
4623,1038.648,2748.788589999999
7317,2306.997,3849.0630379999993
3429,3418.883,4415.2194100000015
1543,78.5644,329.86395199999987
4653,1225.072,1409.6850239999992
1087,1522.0188,4961.847868000004
1417,2768.3964,3278.9185239999993
3884,311.5944,302.000222
1512,1492.7236,1522.7378640000002
4614,123.8388,578.5136200000001
7355,80.5618,206.17828599999987
2183,1518.024,919.4631419999994
3979,6471.576,3104.8584299999998
8280,4326.3684,3858.370921999998
3328,1398.18,4317.167043999995
5587,1231.73,909.5760120000004
346,1937.478,956.774574
5377,985.384,1521.4994760000006
7971,1267.6832,956.8344960000005
4696,2534.0348,4825.844902000005
2516,7590.12,3684.2509059999998
601,1565.9616,2672.035166000001
1010,692.432,734.7103000000005
3065,1705.1138,2076.929809999998
8243,2362.9242,2908.7004340000003
5360,4566.7222,4376.6895639999975
3424,1174.4712,2726.497606000001
4707,3486.1288,3211.5462219999968
7255,517.3266,3058.785070000001
4629,447.4176,2150.8003200000003
349,2554.0088,2939.6401599999976
2406,3243.7776,1715.6534140000012
7395,303.6048,122.56712200000005
5339,892.172,1362.672886000001
2603,736.3748,641.1587420000005
8171,222.3772,1912.6836079999994
2208,410.1328,237.34438400000002
5867,439.428,1132.4259299999994
2755,3275.736,1815.6365999999987
6502,568.5932,541.1555820000004
7794,1947.465,3012.3521780000005
6662,173.108,567.5079460000002
586,665.8,1351.4608140000005
7488,1249.0408,1161.6545499999993
733,1807.647,1823.8858619999987
2124,215.7192,379.80560999999994
6257,1342.2528,1084.2752740000003
4686,1619.2256,1668.4348780000014
932,1215.7508,1594.3446540000007
1127,6872.3876,3936.4293139999995
4480,3797.7232,2870.2438259999994
7261,5375.6692,5516.352739999999
1527,729.7168,1845.211436000001
5407,1571.288,1884.5868480000004
3107,2695.1584,3186.1792419999983
3132,1966.7732,2718.2616599999997
7358,2856.282,2196.6007020000006
2984,1257.0304,1476.9574560000005
4013,4857.6768,3812.297561999998
5427,44.6086,84.67644399999999
7149,6474.2392,5645.477992000004
4115,2237.088,1763.8972820000001
5987,2956.152,1850.8307880000013
1575,171.7764,338.2197419999998
6601,319.584,1162.513432000001
2614,1279.0018,1333.63069
2483,3153.2288,3027.598998
2513,3119.9388,2997.5114960000005
3393,3403.5696,3710.7031399999983
5819,729.7168,1212.3885099999995
6684,157.1288,196.72392600000006
3245,6291.81,3034.263655999999
3382,1164.4842,1385.576406
2233,2857.6136,1540.8942299999994
8429,2876.256,2935.652017999999
2471,1948.1308,3362.103576000001
3855,4540.756,2389.968996000002
6464,2195.8084,1623.3668759999998
4793,663.1368,573.8263879999995
1053,1330.2684,2294.3667740000005
3295,1314.2892,785.8437399999997
8060,143.8128,324.9703220000002
6215,1030.6584,940.4757900000003
8177,1869.5664,3324.87204
2495,2372.9112,1151.9538440000003
267,1081.925,1465.1128740000006
3573,1518.024,2479.4125679999993
6358,1378.206,2546.598446000001
7224,3415.554,2361.193120000001
8457,1516.6924,1557.4060700000018
1044,6048.793,3503.1333319999953
2820,1306.2996,3628.776450000001
5553,2456.802,3754.1465900000003
1193,1571.288,1567.8591300000003
2302,1907.517,2116.2719319999997
2862,2239.0854,2131.0859819999987
3942,4725.8484,2919.619554
533,3299.7048,2129.2417159999995
908,657.8104,463.71638399999983
7217,319.584,256.55937199999977
3784,3109.9518,2511.3043879999987
65,184.4266,489.29642000000024
3614,1488.7288,1828.5331459999993
354,1255.6988,744.1979499999999
4368,2863.6058,2916.1507360000014
6483,555.2772,432.69676199999986
1491,2380.235,2851.4682659999985
2680,6852.4136,4223.255954000002
3202,539.298,916.7666520000006
1287,282.965,725.48897
5577,6002.8528,4306.19466
472,8114.7704,4970.403397999999
4921,4579.3724,3753.440841999999
5067,4136.6154,2331.8846040000017
1701,127.8336,259.2492039999998
4949,2588.6304,2117.650137999999
5741,2668.5264,3515.6969779999995
5279,2514.0608,2272.481928
2706,747.0276,2160.98706
3207,2606.607,1409.252253999999
4803,4199.8664,5556.287423999998
1618,571.2564,840.4859460000004
5751,490.6946,857.0443920000004
7078,3583.3356,3075.6098359999974
1201,3383.5956,1942.1852060000006
3966,747.0276,2176.4203039999993
3826,2969.468,2318.4421020000004
6442,968.739,1123.091413999999
8472,1653.8472,6088.441389999997
5790,247.0118,468.02410999999995
6029,3325.0052,2540.1668179999992
4872,2940.1728,3600.526555999997
2888,2167.179,1701.2455019999998
518,3273.7386,2618.1319979999994
6693,1957.452,2597.991548
7583,1867.569,2356.938657999998
8000,4454.202,2942.6495760000007
6033,709.077,864.1218459999999
4269,4266.4464,4492.45221
1402,768.999,706.8399119999998
8229,3466.1548,2880.557068
6823,2773.057,2910.531383999998
8264,3705.177,3558.194991999998
1034,75.9012,80.61506400000003
4939,1265.02,1753.5840400000002
6245,527.3136,1079.1819039999996
6535,4165.2448,2803.044631999999
7202,4225.1668,2925.5584900000003
5384,4012.7766,2972.0113559999986
8145,3292.381,2157.8045360000024
2812,617.8624,1226.2837559999998
8338,3914.904,1841.243268000001
2758,1768.3648,3160.013302
1219,866.8716,1797.387022
4407,587.2356,1464.333888
8491,4809.7392,2965.4865159999968
2826,995.371,2585.387954000003
2750,4458.1968,4041.678978000001
1502,1707.777,1066.6515479999991
6784,610.5386,1444.3931779999998
921,615.1992,929.2903500000003
2260,2070.638,4307.133438000001
1919,1482.0708,1095.4074500000006
1662,1142.5128,2013.6788100000008
1995,732.38,610.9713699999998
4347,525.982,728.4584380000001
4726,303.6048,141.82871599999993
5650,1235.059,3066.8945139999996
177,161.1236,239.20862399999996
4001,1315.6208,2792.8578919999986
132,6976.2524,5772.186389999999
2963,397.4826,339.5113940000003
2917,1941.4728,1462.309856
7045,3523.4136,4008.1626059999994
4376,195.7452,215.30640399999996
6950,33.29,69.2432
2481,1192.4478,2041.1164280000003
1115,4029.4216,4525.648998000003
4838,509.337,2282.389032000001
1147,1438.128,1741.7727480000017
6429,4138.6128,4412.7759240000005
6345,292.952,602.3093120000001
4041,517.3266,1242.189718
4507,2770.3938,2447.653907999999
5143,337.5606,2451.096094000001
4606,4660.6,3530.983745999998
6407,649.8208,485.8608920000004
828,58.5904,191.70379400000013
8488,2756.412,5737.118703999999
408,1890.2062,1840.9636319999997
4528,1384.1982,1945.9935820000005
6343,1593.9252,1371.51471
2063,1779.0176,1696.29195
157,1910.1802,1019.6527260000001
7376,2399.5432,2266.9557879999998
7700,970.7364,1708.0766099999996
2389,419.454,695.4147839999996
7166,162.4552,317.1871199999998
8490,487.3656,354.10573000000016
7179,2042.6744,1976.1343479999998
1005,2157.192,1387.5671479999999
6337,2954.1546,4861.684916000006
4534,3877.6192,3190.9596859999997
7750,196.411,473.38379999999984
37,1609.9044,2222.879828
5246,1245.046,2046.4428280000004
866,4643.955,4659.568009999999
4617,3453.5046,2635.1165560000004
7538,1817.634,3051.4812440000005
4965,2285.0256,1418.6866400000001
2748,1686.4714,1517.0386159999998
3777,3368.948,3030.9013659999987
1168,2519.3872,1925.6400760000004
2142,1208.427,1499.6612359999992
1472,2109.2544,2565.3473739999977
2829,1874.8928,1635.983785999999
2807,2862.94,2408.8643999999995
95,487.3656,230.18703399999984
6554,3775.086,2697.9481019999994
6961,2356.932,2159.229348
841,178.4344,210.66577799999996
8499,2976.126,1762.738789999999
763,622.523,821.6105160000003
3692,3529.4058,3440.4016559999973
8379,2372.9112,3189.4216879999985
4691,2025.3636,1746.859460000001
3898,2749.754,2346.698654
1862,1017.3424,2391.234016
3882,3307.6944,5596.408531999999
5916,3745.125,3689.1112459999986
4339,1114.5492,2566.5591300000015
1737,1999.3974,3578.0491479999973
1807,120.5098,239.3351259999998
251,1779.0176,1598.1796619999996
7476,1494.0552,1243.6211879999994
334,229.701,188.08184200000002
3296,308.9312,666.9584919999999
1768,1398.18,1517.2250400000003
6828,458.7362,653.7889679999995
5309,593.2278,864.7144079999998
1393,6897.688,5038.674530000005
736,2626.581,3775.046052000004
6237,4181.224,3149.2672899999993
3932,1145.176,402.4627839999999
1595,1288.9888,1636.5230839999992
6920,777.6544,690.8407379999999
5492,2328.9684,2135.7798719999987
6141,4460.86,2583.0243640000012
6813,1765.7016,2411.4543619999986
1832,5785.802,3863.723953999999
3997,591.2304,710.348678
3626,351.5424,294.9227679999999
1432,1655.1788,1200.610508
8409,4090.6752,4036.2127600000013
4574,2303.668,2143.516468
8500,1907.517,2040.3307839999993
5242,1038.648,1983.065325999999
3127,2073.3012,2218.3457299999995
7344,3225.1352,6537.0441139999975
80,1697.79,1481.531502000001
758,4592.0226,7145.978135999995
465,2048.6666,2264.612171999999
7139,1896.1984,2075.13215
1233,159.792,216.38499999999985
5152,2746.425,2490.5713759999994
4898,1413.4934,1625.8769419999999
1839,363.5268,355.28419599999984
7273,412.796,161.85598000000005
1437,6018.1662,4319.211049999999
1142,3747.1224,5848.88655
7432,280.9676,305.0828759999999
7599,334.2316,558.2533260000001
3187,2553.343,2690.6309600000004
7611,1290.9862,3543.627287999999
5282,612.536,1504.0621739999995
5574,2759.0752,2999.628740000002
2358,1379.5376,1935.0411720000016
503,1869.5664,1259.8267600000015
7735,4577.375,5958.836761999997
274,2082.6224,1197.1084000000012
321,4950.8888,3612.004948000003
4275,561.9352,3028.537776000001
7835,57.2588,274.1697820000002
3060,1203.7664,2303.1619919999976
496,2348.9424,2608.5378200000005
6065,3954.852,2857.467124000002
4228,790.9704,391.077604
7223,2544.6876,3993.3352399999985
8316,2363.59,1468.4352159999999
3049,4578.0408,3757.575460000001
5858,1369.5506,1826.349322
683,1488.063,1495.6797519999986
6187,2404.8696,1838.1006919999998
7372,1294.3152,588.2276420000002
1261,2681.8424,2515.9316979999985
7539,7017.532,5995.096229999996
7365,595.2252,401.916828
3651,2763.07,1376.1420200000005
2922,7142.7024,5040.838379999998
744,2924.8594,2078.3879119999997
8437,2596.62,1820.1374080000003
3989,3197.1716,2905.5512
8017,765.67,1413.526689999999
1732,3779.0808,3144.1606040000015
7214,517.3266,314.9633480000001
3379,727.0536,941.6875459999995
1918,746.3618,645.7527620000002
2484,1042.6428,913.3444400000004
604,2812.3392,2143.942580000001
2002,2693.8268,3938.5931639999985
1962,425.4462,398.334824
6100,2259.0594,2586.0604119999985
5402,1390.1904,1153.9712180000001
4204,2396.88,3400.3271540000005
3182,1142.5128,1379.1114880000005
7170,1166.4816,1741.6861939999997
5456,1018.0082,2772.9105239999976
3334,1017.3424,2104.746934
2029,1347.5792,1218.1210480000002
4076,2450.144,2141.7787300000005
2574,2607.2728,2070.0987020000002
3649,5681.2714,5882.622635999998
3518,4202.5296,4281.040736000003
532,95.8752,137.534306
2348,3455.502,3541.35691
3023,351.5424,191.35091999999995
5871,129.831,347.91379
5837,628.5152,426.1918960000002
5185,8388.4142,5449.120255999997
3322,3495.45,2339.274983999998
2651,3643.2576,4131.082602000001
8216,3016.7398,2584.422543999998
554,4916.2672,2308.2087560000014
994,2982.784,1952.0190720000007
6208,183.7608,224.92721400000002
8146,1691.7978,4578.173960000003
2357,2439.4912,3426.6728600000006
2313,131.1626,294.9826900000001
8512,2479.4392,1826.129607999999
483,520.6556,595.9509219999997
4625,3551.3772,3759.1866959999998
7766,1707.777,1643.6271700000004
8033,1831.6158,1374.1912259999995
997,9275.9256,4192.715708
4438,2120.573,2834.5569459999997
4195,2649.884,4500.148858000003
8022,5812.434,3545.677952
3852,1073.2696,842.2103679999999
1420,958.752,2163.077672000001
2580,3629.2758,2797.565098000001
2184,2406.2012,1522.2584880000004
4262,1255.033,1536.240288
1864,1617.894,1202.3615620000007
3312,2252.4014,1995.9552139999996
48,2576.646,753.6656260000001
7615,904.1564,1073.3961020000002
4472,365.5242,414.0477039999995
4604,3139.9128,2867.953474000001
6604,1418.154,1321.4931559999998
742,258.3304,191.18447
7248,1289.6546,1726.1797119999994
2225,3744.4592,2945.3127760000007
2894,1384.1982,2792.7047579999994
5020,619.8598,1310.8936199999996
1578,372.848,473.1441120000005
7621,3137.2496,2589.0764859999995
8097,1235.7248,1277.6502260000007
8191,1286.3256,654.2949760000001
3319,2614.5966,1723.4699059999996
393,916.1408,616.723882
2795,308.9312,252.83755000000002
230,4769.1254,4495.847790000001
5944,1034.6532,760.6432100000001
5312,1840.937,4121.588293999998
1483,3579.3408,4089.842950000001
7118,7190.64,5349.323493999999
7364,3894.93,2841.015206
4128,2428.8384,2284.0868219999993
6440,1113.2176,806.5700940000004
2688,1860.2452,1422.5016739999999
4608,3773.7544,4363.959467999998
