,y_test,prediction
2684,1335.5948,1331.3661400022427
1313,1901.5248,2886.4684242156595
33,2174.5028,1548.1818087144452
5780,1379.5376,2912.9142873775777
2999,2141.2128,2907.0889850482936
3428,552.614,935.0988296227047
3231,3266.4148,3844.126700300135
5744,3920.2304,3985.520455230919
5382,3020.0688,2856.958911495737
7433,3896.2616,2945.8757228598874
318,3877.6192,2358.107565082745
1328,5321.0736,3456.8451164355047
221,1416.8224,1513.453873325841
4879,2752.4172,3435.5841769284802
8263,4036.7454,3032.417385464717
5990,1547.3192,5005.212690006255
7426,1406.1696,1133.9249823529192
8032,1194.4452,931.4115759879437
4525,1895.5326,2460.2080475927964
7652,1062.6168,911.8149454613125
1195,1166.4816,970.3799693629323
766,379.506,1069.632939512551
2246,293.6178,734.4450287571643
2441,1332.9316,1305.776407901366
4925,47.2718,-1226.5901727799906
3050,3761.77,2405.1212647607417
625,1691.7978,3889.3623955017792
7203,3616.6256,3832.565522016549
730,886.8456,810.1553108795049
2067,1518.024,2432.3748520102117
1598,1225.072,1171.2157970140286
7623,739.038,1296.6212156884792
2372,3803.0496,2900.1738840485978
7681,575.2512,780.7989193236385
3244,722.393,1737.2216130226514
3085,607.2096,526.542847901356
5213,3251.7672,2393.6552419730356
457,1957.452,1592.7311185802141
4690,966.7416,2984.37876120941
4560,181.0976,940.9695572044147
940,735.709,729.2172118116098
2589,6796.4864,5159.101806569136
3768,207.0638,1428.9716146450933
4561,2183.824,1784.9330596818609
7071,5070.7328,2892.467270233338
4840,1161.1552,2008.5201645700163
1323,3374.2744,3783.514996055893
8415,2490.092,2360.0287566589723
8260,410.1328,1065.9279274937126
6304,5163.9448,2897.127835820354
6379,2013.3792,1864.717836482546
4693,197.0768,-271.73970145443434
1803,3677.2134,2890.840959760186
6610,758.3462,744.8245206423019
4094,7064.8038,4225.195882260403
7567,395.4852,1302.6489376224336
5064,2386.2272,1269.9066846641279
8456,487.3656,2043.3034025287384
5653,3769.7596,3219.9828305651736
7722,1593.9252,1905.7615613385835
4721,1145.176,2348.327331904863
2473,367.5216,2040.3788444677948
7506,2736.438,2889.258988689242
2521,4234.488,2953.6191175731287
19,2748.4224,3610.1768674648724
2648,6306.4576,4618.630200524949
2802,3644.5892,4183.9623271097635
2301,1864.24,1645.4033657765492
8267,2567.3248,2650.705189235975
1090,1765.7016,2448.5345879285273
2199,2616.594,2869.867023659016
6850,3016.7398,2146.436685426657
4745,3361.6242,3287.1203377014517
5405,2929.52,3017.291996808625
1888,2984.1156,1884.336018901954
833,181.7634,936.932016494598
1111,705.748,732.1190830846342
3412,1168.479,965.2492558408269
3590,6641.355,3190.452742759879
7309,193.082,-337.05137382990534
3836,1743.0644,3072.066432397459
487,75.2354,-829.22819283178
6569,7105.4176,4000.4837988530116
3143,1845.5976,2070.739541423648
2517,1326.2736,2691.2394485194263
3948,131.8284,-1328.8042038692256
8,1076.5986,1664.6045623292741
1721,3261.7542,2187.756770863069
2988,843.5686,1981.3952266684423
5209,1948.1308,3077.6929856980373
6663,199.74,498.76738835483934
965,5469.547,4215.966196983738
623,647.8234,1257.8610117414682
5840,1446.1176,1728.471654934578
1438,1885.5456,1907.6145472379205
7854,3635.268,2884.1856602633757
5785,1584.604,2086.7770060594
6382,2059.9852,2086.5274050013304
3114,459.402,1757.0755891856043
1606,1904.188,3117.445403524166
6214,1410.8302,3223.0775979437344
5909,2404.2038,1349.52686122384
1559,3554.7062,3000.7280600061263
1593,4514.124,3674.2855095630457
1277,874.8612,884.6208760337255
7759,1775.6886,2092.8218708502905
712,226.372,-1112.1588998946045
2874,1518.024,1630.97460148619
811,2868.9322,2967.4285673051677
3358,2460.7968,1840.8147452711778
5466,3199.169,3169.3288900155458
5509,181.0976,955.8336063062316
461,759.012,713.3493561629508
5090,1895.5326,3698.4990916277925
1731,834.9132,715.8831390883474
2698,1395.5168,1432.7815658534446
6629,2418.1856,2539.511157214289
8326,3099.9648,3068.5576229598805
1075,809.6128,888.483732966361
5953,3383.5956,1738.8149948629766
4660,952.7598,1705.542897021339
7450,2407.5328,2478.344442997088
7547,1970.768,1670.642373182462
360,898.83,2585.390513876501
6422,1310.2944,1837.1721224923206
3541,5522.811,2652.6650408999076
8070,868.869,1750.6496789949495
7947,1556.6404,3581.764976793521
5679,2596.62,3104.877486972443
3350,3281.0624,1787.2833258660971
6839,2433.499,2256.1947622143384
879,1155.8288,644.4292177154637
7542,785.644,1406.3992313065114
2835,1480.7392,1599.0847545687616
1320,3582.004,2804.0438141671657
4786,3331.6632,3075.996776552107
3002,591.8962,1388.085851602971
3349,1006.6896,1388.537479700226
5483,524.6504,1926.1039388464394
8187,864.2084,1379.7897006895832
7953,271.6464,-388.53550217129475
6723,4984.1788,4232.38201848335
3543,4815.0656,3881.1853968379805
6432,1471.418,1851.813456087328
5153,4374.306,3764.9536516258577
6121,4287.752,2032.2985381823664
2997,2103.928,3434.720180392148
7796,7158.6816,3447.495286057681
1897,972.068,909.5248894976326
3016,1857.582,1348.2345587151192
3213,7247.233,4812.820250201085
7055,4103.9912,2845.95725915621
99,1314.2892,3125.448417754991
6020,1218.414,964.1256622691708
5444,6207.9192,4207.885985873866
4591,1800.3232,3589.2293571314785
4762,2024.032,1718.9353113641523
6385,3739.1328,2600.274566763257
4936,529.311,573.7486831149579
8144,1569.9564,4215.867684422058
6453,2014.7108,1982.8499517751766
5515,2024.032,1758.0504113677282
7659,4026.7584,2107.866427074327
5818,2576.646,2310.7082191190507
1566,1342.2528,2737.298264792683
2464,3185.1872,2069.5153133271856
4541,2105.2596,2043.4931078379595
5227,2106.5912,2434.0902889394683
1867,209.727,1344.555317948881
2499,2749.754,3261.6706958826994
3685,2712.4692,3124.893322999474
7741,2078.6276,2461.002065928112
5982,194.4136,-1063.9123791200839
5857,3515.424,2835.4447219722615
3916,1023.3346,602.1559350716396
748,996.0368,1096.338992049948
7024,1422.1488,2581.9720642103052
4046,3675.216,3982.309214610568
1027,830.9184,790.3524433698693
1421,2375.5744,2479.9178153638677
3437,3571.3512,2836.0424446029597
7740,4068.038,3953.167318338341
3915,210.3928,1483.8665865082105
5942,1211.756,1655.76556511436
5894,198.4084,-253.42785185845258
4896,4570.0512,3165.9760684819776
6120,1813.6392,3915.1012117620908
3210,5386.9878,2975.5564349879687
1046,759.012,1061.217611156871
7157,1270.3464,1935.594279810333
6178,1182.4608,916.8824989735961
5809,2460.7968,1681.9540183817392
2145,3928.22,2540.6985330532434
2008,2380.9008,3195.7108448026543
6186,2387.5588,3165.42416295902
8137,1182.4608,2390.327668616181
5151,768.999,2126.800707274688
7688,4687.232,3765.508792177972
4350,39.948,-1175.3708295444346
4593,2916.204,2468.821147683566
4700,2759.0752,2869.6005853810343
5507,739.038,479.6126214411744
5417,2045.3376,2857.8414459822798
353,2586.633,2809.5074422946946
4638,540.6296,739.5907226160529
2412,4845.0266,4086.833001086262
1123,1570.6222,3567.3334524045417
676,1496.0526,3145.240031835045
2771,1651.184,1442.3562396084606
1650,7130.718,3326.572989121129
7661,1693.7952,1759.7588992328392
2794,934.7832,1761.7369249749404
1210,2832.979,1998.2358065528779
1811,468.7232,954.1853672218938
7464,2922.1962,2534.630780338254
1790,4111.9808,4184.38949688502
6841,601.8832,1177.3713503295953
1009,10236.675,5298.410333010856
2865,1629.8784,1768.8674782474238
7308,1428.141,2198.24746990407
710,387.4956,3123.0941779211776
7470,659.142,-135.90779696876263
1550,2727.7826,2667.504510917701
23,214.3876,-179.1055444934088
3043,1569.9564,1367.8743963066136
7610,455.4072,-5.841604196425649
6071,1267.6832,1566.3259879477387
5642,5978.2182,3807.950203096342
7643,2492.7552,2794.8550659169478
7654,1717.764,2345.453219537335
7067,1948.1308,2890.422679420551
7804,382.1692,1116.7237664440956
4209,175.7712,791.4063323770616
6365,1677.816,1908.3062696447814
6976,339.558,890.9101230812345
6511,4454.202,3849.5566954801648
1981,3563.3616,2415.9166741848494
3795,563.2668,1176.115713814912
5705,435.4332,1461.1860084146692
2252,283.6308,411.14726469743357
1488,671.1264,1856.7263635202964
4078,1659.1736,3382.381969028782
1744,939.4438,961.3827030381342
6326,940.7754,1795.8572873878902
2955,2063.98,1741.918476090793
2404,3078.6592,2991.1908708322894
5934,221.0456,-1005.4649204834723
3012,852.224,1510.2559321782346
647,2478.7734,2318.641187167718
4110,2621.9204,1650.0767575470725
7617,2625.9152,2938.710372369728
8212,1981.4208,2685.9581827097873
6472,3202.498,3891.35908538979
3837,1435.4648,1758.6986164599186
1858,1853.5872,1292.7781173348772
7881,469.389,683.900879526596
8175,3352.303,4324.329962854492
1166,659.142,990.3165622219581
6675,371.5164,2078.4941930357863
8292,543.2928,958.9082707096259
3668,1390.1904,1972.891356327043
511,2403.538,2130.4506871808617
4763,4207.856,4200.395139758498
6080,83.8908,-553.8704862711975
5058,4504.8028,5630.386019837969
7150,4407.596,3492.2997137562297
3305,1618.5598,2075.707970630734
4609,1049.9666,668.340486301182
4379,605.878,814.7513452258102
4877,2914.8724,4267.329776812467
4773,3131.9232,3172.7311624718213
7069,3954.852,4082.283301588034
8359,645.1602,605.9557235547611
291,3866.9664,4330.729883142669
5749,1607.2412,729.0835860274717
3973,552.614,782.0996624703276
7973,1471.418,2385.4055847281584
93,622.523,1051.7755892126975
1535,2554.0088,1512.5062278670125
3441,1238.388,2072.3216962914203
1501,222.3772,-133.85355783731572
248,535.969,1284.7965878940033
3341,299.61,-959.7283616012584
1322,3149.234,2261.6840425752107
2579,1584.604,1567.3306830511617
7478,788.973,2221.7377650055337
6216,1105.228,1515.7731355091105
3538,857.5504,719.304807160269
2578,2648.5524,2418.1697629538203
1263,2373.577,1726.550964668368
4932,2460.7968,1646.7292500962617
319,4414.254,3833.591910863317
2582,117.8466,-11.957183643369106
3903,7170.666,5123.748748625244
6726,396.8168,3265.339846359193
263,5359.69,3643.1367915246346
2321,1134.5232,1611.4459181214195
5001,1438.128,1424.3840877908294
6127,1225.072,1968.3204987637928
8492,2419.5172,1676.1290810415042
185,1012.016,1376.6961189198216
6757,2807.0128,2701.36486611387
1509,3078.6592,2979.9118306834666
4162,2992.771,1720.293361801768
1922,4434.228,3348.9212150108206
4982,3367.6164,3014.6432656099164
5364,3903.5854,2919.670824369447
6987,5007.4818,3535.6137118838637
7853,3515.424,5177.486361948919
6607,2966.139,3246.592894636467
1061,1160.4894,894.1085700884557
8029,751.0224,4009.2691738275416
7064,2380.9008,3222.2517073376725
3689,671.1264,2167.102758782199
927,1569.9564,2848.4625656545345
2272,1478.076,911.3575678642534
3621,1165.15,838.2341910238017
5493,1221.0772,2862.8114175155856
3532,2220.443,1371.5161140973278
3734,2878.2534,4158.904445786446
7423,1836.2764,2162.935715470673
3753,3998.7948,3377.9766866108675
4899,5727.2116,4076.367054075049
6644,50.6008,-1055.9811159661651
6175,3089.9778,2362.314533651475
5823,1416.8224,1230.8592417584039
7272,2659.871,2507.666055492097
2968,2143.876,2518.5647640253837
217,260.9936,2220.6461319174336
6037,179.766,-1309.829293514
2905,2886.9088,2683.210348680683
2407,71.9064,-1201.5660347631997
4582,3495.45,3992.3240934270457
5570,3844.995,1890.4665334369126
8270,1937.478,2808.0186672727837
4270,2360.9268,2255.027753517893
1465,4074.696,2810.295024518548
7834,1133.8574,1421.7263901488836
6023,1492.0578,955.4248020612208
7361,3151.8972,2935.310410293758
6253,1629.8784,3015.210208667113
7200,3448.844,2587.4321594626413
5905,5608.6992,3468.2770873044224
1467,6064.1064,4356.361857462499
2316,1724.422,3917.1234188263393
6444,3844.995,3871.1009046756044
7817,1584.604,3932.589473997903
1430,1661.8368,1170.8339125380783
7379,555.2772,1054.8103261138683
3941,467.3916,1908.9997525396875
1103,5350.3688,2705.4089262093144
6329,1351.574,1528.1216213784644
4022,918.804,514.8411027945548
7029,882.8508,905.0403735256302
4730,5896.3248,3860.525661832911
7749,2972.797,2575.264449664237
2833,2133.2232,1868.031871911287
3921,2900.2248,3790.799294004316
6931,5634.6654,2938.475777397439
3889,245.6802,1974.8976327159385
6109,1655.1788,1291.4299612269192
3154,8912.3988,4496.852612976152
7346,3545.385,2368.0574823729958
5832,192.4162,1177.248068174214
4956,4566.7222,3942.361469524835
2492,796.9626,2076.808856243363
3125,2603.278,2506.3127488497107
540,56.593,-975.9585053201778
6300,2239.0854,1680.9918887151612
101,2854.9504,4326.2574199189585
222,265.6542,684.3348829265645
7564,802.9548,819.4459311895575
5192,44.6086,-1163.215172303815
5226,490.0288,1979.7568507058877
4959,111.8544,746.2339260663099
2577,846.8976,1966.353009689039
1656,3455.502,2016.7019946416322
4050,6114.7072,4453.580906847488
1055,2874.9244,2766.4043896726885
4395,2458.1336,3083.648432839223
2201,1223.0746,1830.4959103629826
8356,4026.7584,4938.868381173041
5447,4532.7664,3425.0656041488705
7333,585.904,439.3571070263848
6373,2669.1922,2391.5796458860195
3039,105.8622,-1280.4235609700434
5114,351.5424,831.693826422449
3181,4414.254,2371.945474434421
5165,2954.1546,2888.0764570045217
4366,4042.7376,2947.540805698641
6441,1341.587,1770.9081584304101
8024,1772.3596,1315.6549268248268
5893,2404.8696,2726.0815509105078
1244,1540.6612,1921.9715082478222
6115,2612.5992,2407.9147184233543
1339,2380.9008,3169.2440200061583
7588,1845.5976,1726.7681268305196
7640,697.7584,1456.1905260568697
4623,1038.648,2818.2897732533834
7317,2306.997,3236.971897257282
3429,3418.883,4170.028356026521
1543,78.5644,424.4079528226306
4653,1225.072,987.5139245618172
1087,1522.0188,4032.581818028895
1417,2768.3964,3219.3746736029298
3884,311.5944,-337.14488313175406
1512,1492.7236,1391.6901566087465
4614,123.8388,505.50269411456816
7355,80.5618,-673.3185916066973
2183,1518.024,907.2989528525634
3979,6471.576,3563.3311473906756
8280,4326.3684,3412.059446520978
3328,1398.18,3855.2071284868252
5587,1231.73,771.1009201386797
346,1937.478,1158.1493698365296
5377,985.384,1757.5136848702796
7971,1267.6832,1310.8826471562907
4696,2534.0348,3647.5768095666854
2516,7590.12,3136.539720560877
601,1565.9616,3082.5109708195846
1010,692.432,982.4015468027346
3065,1705.1138,2189.876971119866
8243,2362.9242,2923.7936581961367
5360,4566.7222,3548.0868942590037
3424,1174.4712,2728.6183588997774
4707,3486.1288,4057.975009794448
7255,517.3266,2942.4207571270695
4629,447.4176,2129.224484615877
349,2554.0088,2647.1029088797704
2406,3243.7776,1842.2903291392224
7395,303.6048,-1038.1728700292397
5339,892.172,1501.7484373428267
2603,736.3748,1158.2319643566686
8171,222.3772,1866.5263264317712
2208,410.1328,-257.94203574612663
5867,439.428,1507.425966348133
2755,3275.736,1796.9234022121886
6502,568.5932,781.0265144379845
7794,1947.465,2401.5334816836253
6662,173.108,423.6955610741094
586,665.8,1414.6465017740265
7488,1249.0408,1236.4405097085871
733,1807.647,1942.275920123701
2124,215.7192,-163.28589566593052
6257,1342.2528,2211.029953024349
4686,1619.2256,1694.2045017470193
932,1215.7508,1704.953400919088
1127,6872.3876,5629.1384124010665
4480,3797.7232,2666.406760231176
7261,5375.6692,3925.6866172935033
1527,729.7168,1501.2083069038679
5407,1571.288,2591.0776192208486
3107,2695.1584,3490.255200811861
3132,1966.7732,2322.5238690884485
7358,2856.282,2218.2157707327997
2984,1257.0304,2513.6167063834428
4013,4857.6768,3923.644126823568
5427,44.6086,-1280.5144899051386
7149,6474.2392,5402.070528919347
4115,2237.088,2557.8096550364326
5987,2956.152,2030.9988516164667
1575,171.7764,1014.1626461121741
6601,319.584,1766.0787936579175
2614,1279.0018,1011.224095234275
2483,3153.2288,2891.4129007930933
2513,3119.9388,2423.322626705099
3393,3403.5696,3120.371299012475
5819,729.7168,1578.9559291225128
6684,157.1288,-523.3751530255872
3245,6291.81,3394.9655905583727
3382,1164.4842,1676.797407117571
2233,2857.6136,1699.8631141548756
8429,2876.256,2994.944771926431
2471,1948.1308,2892.962722674038
3855,4540.756,2425.5744172569416
6464,2195.8084,2091.7990412196154
4793,663.1368,1561.7004198115706
1053,1330.2684,2031.8951962730566
3295,1314.2892,657.3464424484348
8060,143.8128,295.54151158653843
6215,1030.6584,937.7634415000143
8177,1869.5664,3767.115803192118
2495,2372.9112,1103.193962407881
267,1081.925,1463.7344968683578
3573,1518.024,2436.4861780546557
6358,1378.206,2434.780003551942
7224,3415.554,2859.81844684844
8457,1516.6924,1407.595832853419
1044,6048.793,4209.157180574559
2820,1306.2996,3541.998751839666
5553,2456.802,3918.5879612958684
1193,1571.288,2554.906291656251
2302,1907.517,2108.314792592148
2862,2239.0854,1959.4970293782499
3942,4725.8484,2976.1077416846388
533,3299.7048,2406.6854747032844
908,657.8104,659.8790650810975
7217,319.584,-230.2874806647098
3784,3109.9518,1871.0474429691942
65,184.4266,975.2777490095293
3614,1488.7288,1943.5637009693953
354,1255.6988,991.8190177243075
4368,2863.6058,3397.41200707755
6483,555.2772,1032.9059394653475
1491,2380.235,3042.9041858834876
2680,6852.4136,3611.0117377463994
3202,539.298,623.3587498603006
1287,282.965,974.6146186620572
5577,6002.8528,4251.1800738379525
472,8114.7704,4450.00285727184
4921,4579.3724,3523.5537039503606
5067,4136.6154,3487.918310938859
1701,127.8336,116.8810308743112
4949,2588.6304,2949.3131119567283
5741,2668.5264,3520.325981063131
5279,2514.0608,2606.513441240944
2706,747.0276,2051.449187371759
3207,2606.607,1520.0436773157803
4803,4199.8664,4929.1207294644355
1618,571.2564,916.5702748221712
5751,490.6946,757.1036040622843
7078,3583.3356,2494.721414731154
1201,3383.5956,2449.787893576322
3966,747.0276,2104.0142527432236
3826,2969.468,2468.779015955369
6442,968.739,747.9734748981507
8472,1653.8472,4367.617383128086
5790,247.0118,1978.1231725830417
6029,3325.0052,2533.589315940163
4872,2940.1728,3019.577793699598
2888,2167.179,1766.0721321363003
518,3273.7386,3087.9244686262623
6693,1957.452,2218.7401701463978
7583,1867.569,1835.2042479090856
8000,4454.202,2490.3192894931353
6033,709.077,858.4758701992376
4269,4266.4464,3818.895484860065
1402,768.999,588.4740204960211
8229,3466.1548,2927.0742948340444
6823,2773.057,2661.354110886444
8264,3705.177,2864.2934352777634
1034,75.9012,-1189.4422399555503
4939,1265.02,2144.5043406301543
6245,527.3136,1457.0213766617217
6535,4165.2448,2972.0154034211337
7202,4225.1668,3533.949652584416
5384,4012.7766,3097.265893248674
8145,3292.381,2732.494296543846
2812,617.8624,1251.1505879201998
8338,3914.904,2143.0089826088215
2758,1768.3648,3293.880600990304
1219,866.8716,1987.237986791787
4407,587.2356,1611.4950980282358
8491,4809.7392,3395.0171651797173
2826,995.371,3299.180131183547
2750,4458.1968,3799.8425782392146
1502,1707.777,784.4165990903796
6784,610.5386,1514.6119820823562
921,615.1992,1463.304142544389
2260,2070.638,3348.3201526061266
1919,1482.0708,1354.8000831852528
1662,1142.5128,1736.8744218466063
1995,732.38,745.5430920710331
4347,525.982,2298.367973506241
4726,303.6048,-770.7912082204173
5650,1235.059,2996.506616790355
177,161.1236,-576.7856637189697
4001,1315.6208,2720.2284378398704
132,6976.2524,4974.750738589149
2963,397.4826,205.08307016361465
2917,1941.4728,1475.186473868316
7045,3523.4136,4031.2362709762047
4376,195.7452,-361.58959487055
6950,33.29,-1338.6631201009504
2481,1192.4478,2190.771087465294
1115,4029.4216,3811.321258370911
4838,509.337,1734.1340120931934
1147,1438.128,1573.4991129073962
6429,4138.6128,3399.889094985821
6345,292.952,705.619478168944
4041,517.3266,1005.1419856756759
4507,2770.3938,2100.7628214498955
5143,337.5606,1889.1009450860467
4606,4660.6,3785.9743300387213
6407,649.8208,668.8460202982474
828,58.5904,-852.6781162041657
8488,2756.412,4313.72218879376
408,1890.2062,1749.5865641580708
4528,1384.1982,2060.604948507256
6343,1593.9252,1404.7329197758356
2063,1779.0176,1825.421786136965
157,1910.1802,1681.5745992800767
7376,2399.5432,2392.3594331700624
7700,970.7364,1832.1138801860845
2389,419.454,743.6077173255225
7166,162.4552,597.5130382360918
8490,487.3656,744.8102381619083
7179,2042.6744,2487.4860692353172
1005,2157.192,1410.5130083977274
6337,2954.1546,4248.676525065452
4534,3877.6192,2383.0300257655504
7750,196.411,1120.1704621997787
37,1609.9044,1679.4912305275784
5246,1245.046,1859.9384910152808
866,4643.955,3300.5143510116472
4617,3453.5046,2606.8971301359647
7538,1817.634,2553.753822948242
4965,2285.0256,1725.1077280482841
2748,1686.4714,1651.6878867375694
3777,3368.948,3802.59900174344
1168,2519.3872,1894.9245108391985
2142,1208.427,1415.0966648198328
1472,2109.2544,2822.0516669654708
2829,1874.8928,2019.9727543520562
2807,2862.94,2322.086403309476
95,487.3656,24.403394380565373
6554,3775.086,2888.30691391697
6961,2356.932,2485.699730173791
841,178.4344,-457.66863086982056
8499,2976.126,1701.4635839791324
763,622.523,979.9222788235331
3692,3529.4058,3016.0147189348036
8379,2372.9112,3245.3761166746267
4691,2025.3636,1568.9516441024132
3898,2749.754,3202.9700113168938
1862,1017.3424,2098.4759547178223
3882,3307.6944,2930.0629917278334
5916,3745.125,3649.6896484477775
4339,1114.5492,2053.9868915191814
1737,1999.3974,2942.2250515850205
1807,120.5098,1.5795329427598261
251,1779.0176,1527.9576368643932
7476,1494.0552,1402.2388470022474
334,229.701,-742.0744390746789
3296,308.9312,756.5281071402519
1768,1398.18,1721.3655436810163
6828,458.7362,621.9463126315653
5309,593.2278,608.7729981764778
1393,6897.688,4548.47738308256
736,2626.581,2834.4856850883116
6237,4181.224,3347.5736072528275
3932,1145.176,794.4855433614495
1595,1288.9888,1364.6045174080098
6920,777.6544,900.7432151717735
5492,2328.9684,1810.153341925001
6141,4460.86,2942.922415980693
6813,1765.7016,2458.825566957562
1832,5785.802,3923.3980794591657
3997,591.2304,579.8364676522954
3626,351.5424,-15.71554634816711
1432,1655.1788,1241.8280050971327
8409,4090.6752,4151.819940734292
4574,2303.668,1949.119595390257
8500,1907.517,2057.092293599388
5242,1038.648,2102.796665813544
3127,2073.3012,1882.0820672287962
7344,3225.1352,5058.097377576307
80,1697.79,1690.8838537259114
758,4592.0226,5192.076815507204
465,2048.6666,1981.3931521798768
7139,1896.1984,1976.3570256143166
1233,159.792,-529.002054475437
5152,2746.425,2966.0356709902544
4898,1413.4934,2161.716487684559
1839,363.5268,946.2824661349812
7273,412.796,-178.1947541650206
1437,6018.1662,4187.075206410311
1142,3747.1224,4330.864156842818
7432,280.9676,281.0787236189339
7599,334.2316,666.7009451567989
3187,2553.343,3268.2933405846334
7611,1290.9862,2640.6705219569167
5282,612.536,981.4932531368515
5574,2759.0752,3285.2693739062856
2358,1379.5376,1674.5622469845605
503,1869.5664,1240.1191475611677
7735,4577.375,4465.862098626513
274,2082.6224,1523.6183484588362
321,4950.8888,3608.514425511118
4275,561.9352,2012.601907793618
7835,57.2588,-877.8589050426391
3060,1203.7664,2436.049886722988
496,2348.9424,3143.5494837521414
6065,3954.852,3213.4795790141793
4228,790.9704,1101.3676641588286
7223,2544.6876,2921.4752811080543
8316,2363.59,1591.019144658532
3049,4578.0408,4044.1943471119876
5858,1369.5506,2124.987874444331
683,1488.063,1609.6173650593482
6187,2404.8696,1924.9053000684473
7372,1294.3152,834.223239243833
1261,2681.8424,2290.326602064119
7539,7017.532,5096.473085983901
7365,595.2252,1222.5316149585906
3651,2763.07,1553.2204805332392
2922,7142.7024,4627.718819114562
744,2924.8594,2063.2742995675558
8437,2596.62,1758.6147190774695
3989,3197.1716,3379.702089571106
8017,765.67,1312.7264519768007
1732,3779.0808,2835.2748883408026
7214,517.3266,820.0003584614184
3379,727.0536,987.1328491331585
1918,746.3618,761.1805464940992
2484,1042.6428,2129.8128874534145
604,2812.3392,2772.5475639031974
2002,2693.8268,3131.807297091324
1962,425.4462,406.9006498558494
6100,2259.0594,2741.8080019795498
5402,1390.1904,1318.6041387001724
4204,2396.88,4069.6560375215367
3182,1142.5128,1397.3988736607384
7170,1166.4816,1628.3854153003656
5456,1018.0082,2961.6397933030207
3334,1017.3424,2074.213260726335
2029,1347.5792,1170.9191085007903
4076,2450.144,2570.7106792321147
2574,2607.2728,1946.0895780414958
3649,5681.2714,5354.437455226346
3518,4202.5296,4229.9368567971915
532,95.8752,-1123.2610560472976
2348,3455.502,3727.275259488133
3023,351.5424,-544.6040836270952
5871,129.831,186.95676667949022
5837,628.5152,556.2715838010193
5185,8388.4142,4463.952627625562
3322,3495.45,2293.1702409032814
2651,3643.2576,3731.8750974332943
8216,3016.7398,2150.8733095603293
554,4916.2672,3137.472785127425
994,2982.784,2496.7640177914923
6208,183.7608,-363.9142749988577
8146,1691.7978,3920.5452812410413
2357,2439.4912,3847.2430338540653
2313,131.1626,257.1622668007814
8512,2479.4392,2798.349723122068
483,520.6556,2179.9170258372883
4625,3551.3772,3983.590989588474
7766,1707.777,1915.3487710369795
8033,1831.6158,1457.8988755035173
997,9275.9256,4154.051118429569
4438,2120.573,2683.096309361867
4195,2649.884,4183.579099886414
8022,5812.434,3121.073857758944
3852,1073.2696,1392.634732263353
1420,958.752,1969.7261290901638
2580,3629.2758,2645.6302021429556
2184,2406.2012,1551.6228801445873
4262,1255.033,1729.6521124417488
1864,1617.894,1511.410953762479
3312,2252.4014,2144.7783900782183
48,2576.646,1056.8952033902788
7615,904.1564,1137.7037206686712
4472,365.5242,8.875296292003767
4604,3139.9128,2891.868996376855
6604,1418.154,1238.392122955107
