,y_test,prediction
7953,271.6464,-390.05902179022235
6723,4984.1788,4226.062230806962
3543,4815.0656,3878.791362265671
6432,1471.418,1854.3656908935557
5153,4374.306,3762.7680838117235
6121,4287.752,2032.2246994692234
2997,2103.928,3433.5759159290183
7796,7158.6816,3447.3238141797956
1897,972.068,907.0433126087133
3016,1857.582,1349.7774581812453
3213,7247.233,4811.6866406793415
7055,4103.9912,2845.8618903472334
99,1314.2892,3124.7503680149252
6020,1218.414,972.1972332488389
5444,6207.9192,4201.170051231454
4591,1800.3232,3591.5400954822653
4762,2024.032,1722.2414615186779
6385,3739.1328,2598.447324731781
4936,529.311,573.1625153439928
8144,1569.9564,4215.3271235311895
6453,2014.7108,1979.3513121720491
5515,2024.032,1756.2067085707954
7659,4026.7584,2107.0459932805843
5818,2576.646,2313.8967818884576
1566,1342.2528,2737.859532244462
2464,3185.1872,2067.992039072732
4541,2105.2596,2044.784015729678
5227,2106.5912,2435.4391709003994
1867,209.727,1348.4235576240815
2499,2749.754,3260.1371200492536
3685,2712.4692,3126.310967786134
7741,2078.6276,2458.219627369755
5982,194.4136,-1063.5116751764012
5857,3515.424,2835.494606857546
3916,1023.3346,609.7292501822079
748,996.0368,1093.366509371188
7024,1422.1488,2579.9983036735266
4046,3675.216,3983.102439868594
1027,830.9184,792.126982835114
1421,2375.5744,2478.297437063724
3437,3571.3512,2841.3341610447224
7740,4068.038,3953.450595787999
3915,210.3928,1482.8900546313555
5942,1211.756,1653.8535622901863
5894,198.4084,-257.8932993193664
4896,4570.0512,3164.0793016775488
6120,1813.6392,3915.594929466703
3210,5386.9878,2975.981791749595
1046,759.012,1063.3196598613051
7157,1270.3464,1937.442305690492
6178,1182.4608,915.5165840069526
5809,2460.7968,1685.9297570726362
2145,3928.22,2540.812475680758
2008,2380.9008,3194.6464915440692
6186,2387.5588,3165.541433749434
8137,1182.4608,2393.8590001009584
5151,768.999,2125.7620057898216
7688,4687.232,3765.139682896148
4350,39.948,-1179.5678095880767
4593,2916.204,2467.4827098642104
4700,2759.0752,2867.9920176155283
5507,739.038,476.533556289896
5417,2045.3376,2856.7763327543007
353,2586.633,2810.2084519926834
4638,540.6296,739.9143098260874
2412,4845.0266,4085.9115280178785
1123,1570.6222,3567.4140115230775
676,1496.0526,3148.7791037237926
2771,1651.184,1441.2565440651315
1650,7130.718,3330.001111976614
7661,1693.7952,1759.025463600894
2794,934.7832,1765.9114085982303
1210,2832.979,1999.1268751105056
1811,468.7232,958.1364737972588
7464,2922.1962,2529.5821251910493
1790,4111.9808,4183.402998879985
6841,601.8832,1179.7923784470227
1009,10236.675,5297.635090898764
2865,1629.8784,1766.0320552806038
7308,1428.141,2198.824690297127
710,387.4956,3124.090704414992
7470,659.142,-136.34262998687478
1550,2727.7826,2665.3028392284223
23,214.3876,-179.13134438157385
3043,1569.9564,1367.8824186709458
7610,455.4072,-6.999070707186831
6071,1267.6832,1564.7684769609941
5642,5978.2182,3810.260884554736
7643,2492.7552,2797.05934549866
7654,1717.764,2346.7773510264387
7067,1948.1308,2888.272951414553
7804,382.1692,1112.291151281216
4209,175.7712,791.5280916848559
6365,1677.816,1905.0718118364546
6976,339.558,886.3001201460407
6511,4454.202,3847.3188343350134
1981,3563.3616,2415.712789621004
3795,563.2668,1174.6532500710102
5705,435.4332,1466.6263947165514
2252,283.6308,408.69429895357797
1488,671.1264,1858.9251122022058
4078,1659.1736,3379.9814281702957
1744,939.4438,964.3666547842139
6326,940.7754,1793.3818137674211
2955,2063.98,1741.1266517435388
2404,3078.6592,2992.6205377440006
5934,221.0456,-1002.7442249191147
3012,852.224,1511.452980263917
647,2478.7734,2326.1785726893504
4110,2621.9204,1651.049281026092
7617,2625.9152,2937.772799498358
8212,1981.4208,2684.440844934048
6472,3202.498,3895.037617799522
3837,1435.4648,1756.7469083351818
1858,1853.5872,1294.6087011958236
7881,469.389,674.7003484977996
8175,3352.303,4322.315904525939
1166,659.142,991.9277529764414
6675,371.5164,2077.2397660505176
8292,543.2928,963.3277065037598
3668,1390.1904,1970.0649557950603
511,2403.538,2127.9310194890722
4763,4207.856,4199.390773564777
6080,83.8908,-551.2760517252293
5058,4504.8028,5628.778569312134
7150,4407.596,3493.940338312676
3305,1618.5598,2069.4462931750822
4609,1049.9666,671.1159490479052
4379,605.878,810.1416563659777
4877,2914.8724,4267.294032507987
4773,3131.9232,3173.2409319494154
7069,3954.852,4086.32074380774
8359,645.1602,605.8998147283876
291,3866.9664,4321.129153843298
5749,1607.2412,729.497614598207
3973,552.614,771.6894124242892
7973,1471.418,2389.0211456141333
93,622.523,1049.6355863002464
1535,2554.0088,1511.942261785623
3441,1238.388,2072.9741809697593
1501,222.3772,-128.52067828487935
248,535.969,1283.2146810637196
3341,299.61,-953.7534045877417
1322,3149.234,2268.8294599574742
2579,1584.604,1565.9510127725177
7478,788.973,2220.730121181187
6216,1105.228,1517.8347653989217
3538,857.5504,723.7677058642992
2578,2648.5524,2417.323369115382
1263,2373.577,1728.2635025951774
4932,2460.7968,1644.398880458399
319,4414.254,3831.5066256447335
2582,117.8466,-11.28104182695489
3903,7170.666,5127.089316386369
6726,396.8168,3264.78943439364
263,5359.69,3646.1642264720335
2321,1134.5232,1611.3796524170184
5001,1438.128,1415.8293268329205
6127,1225.072,1972.4224835864484
8492,2419.5172,1681.2025110171123
185,1012.016,1377.5158505661393
6757,2807.0128,2701.9189987279187
1509,3078.6592,2981.5215852132114
4162,2992.771,1718.3703660264878
1922,4434.228,3349.7609640276532
4982,3367.6164,3016.712386686816
5364,3903.5854,2922.2204069316463
6987,5007.4818,3533.544875211758
7853,3515.424,5175.791101787509
6607,2966.139,3244.1050944388608
1061,1160.4894,894.9812954568133
8029,751.0224,4007.9077301918937
7064,2380.9008,3221.617419262566
3689,671.1264,2166.7725414838933
927,1569.9564,2851.374710121274
2272,1478.076,911.3207287888021
3621,1165.15,839.6389125711778
5493,1221.0772,2856.4604507457198
3532,2220.443,1367.829570631475
3734,2878.2534,4160.3808315001515
7423,1836.2764,2159.8522368318927
3753,3998.7948,3377.4024937289
4899,5727.2116,4076.5824810936306
6644,50.6008,-1056.1426127158375
6175,3089.9778,2366.184494032186
5823,1416.8224,1233.2438193978192
7272,2659.871,2512.434707161206
2968,2143.876,2517.2960103309
217,260.9936,2223.104679219993
6037,179.766,-1314.9581143871226
2905,2886.9088,2682.5819053110727
2407,71.9064,-1204.9566186196193
4582,3495.45,3991.90732979723
5570,3844.995,1890.472140014723
8270,1937.478,2809.227742542169
4270,2360.9268,2253.718587946377
1465,4074.696,2807.2037869610244
7834,1133.8574,1420.7972635418319
6023,1492.0578,956.4040133363937
7361,3151.8972,2936.0860631519217
6253,1629.8784,3012.904287745232
7200,3448.844,2586.8682895771144
5905,5608.6992,3470.3005811340927
1467,6064.1064,4353.879684236691
2316,1724.422,3918.318543917364
6444,3844.995,3871.7710557942137
7817,1584.604,3932.751676732807
1430,1661.8368,1164.7718107159608
7379,555.2772,1055.3263157894062
3941,467.3916,1905.2968564621663
1103,5350.3688,2707.008048471366
6329,1351.574,1529.9180691818278
4022,918.804,519.2698646359356
7029,882.8508,905.4210105768681
4730,5896.3248,3862.3040718415004
7749,2972.797,2576.865947670008
2833,2133.2232,1872.621145528621
3921,2900.2248,3791.1236338238955
6931,5634.6654,2939.3611768946257
3889,245.6802,1974.883014981582
6109,1655.1788,1295.7305647861006
3154,8912.3988,4496.456623885593
7346,3545.385,2365.1519851474395
5832,192.4162,1175.9824994560329
4956,4566.7222,3934.7649958388565
2492,796.9626,2072.9649430325353
3125,2603.278,2506.306693231191
540,56.593,-976.8063375243894
6300,2239.0854,1680.5874242184736
101,2854.9504,4325.434665201483
222,265.6542,686.8553567713041
7564,802.9548,818.6874080973779
5192,44.6086,-1164.0557506569262
5226,490.0288,1982.6305951168206
4959,111.8544,744.3898388144231
2577,846.8976,1967.323168564871
1656,3455.502,2012.5983285753805
4050,6114.7072,4452.63052240924
1055,2874.9244,2765.104090076702
4395,2458.1336,3081.9695481755425
2201,1223.0746,1832.0115616962398
8356,4026.7584,4941.254925423997
5447,4532.7664,3410.5012605493775
7333,585.904,436.7934689107664
6373,2669.1922,2389.129500348575
3039,105.8622,-1282.6632372311085
5114,351.5424,830.4004632036073
3181,4414.254,2374.6219145026503
5165,2954.1546,2880.786850652297
4366,4042.7376,2947.5803526263744
6441,1341.587,1770.3353241268503
8024,1772.3596,1317.8960609010987
5893,2404.8696,2726.3016421937273
1244,1540.6612,1923.3244487548386
6115,2612.5992,2411.9427934874175
1339,2380.9008,3173.2580015703525
7588,1845.5976,1725.7536911018615
7640,697.7584,1456.0760919600004
4623,1038.648,2814.278271934395
7317,2306.997,3238.8988596747276
3429,3418.883,4170.679307335202
1543,78.5644,422.31300742875703
4653,1225.072,988.7882979678548
1087,1522.0188,4038.6277651890787
1417,2768.3964,3214.9380037542273
3884,311.5944,-330.9395427060681
1512,1492.7236,1391.2041769959415
4614,123.8388,507.3673742575564
7355,80.5618,-669.92820022579
2183,1518.024,907.5127476416963
3979,6471.576,3560.1632901660982
8280,4326.3684,3417.7161496461736
3328,1398.18,3846.3234208844856
5587,1231.73,777.7033876091148
346,1937.478,1155.8626882488018
5377,985.384,1759.0984542186593
7971,1267.6832,1311.4450215449883
4696,2534.0348,3649.0939281318538
2516,7590.12,3133.8990119823675
601,1565.9616,3085.5537140174974
1010,692.432,979.4191278772954
3065,1705.1138,2191.43722085629
8243,2362.9242,2925.248657317633
5360,4566.7222,3552.0205818999398
3424,1174.4712,2732.7856524082904
4707,3486.1288,4056.098821612243
7255,517.3266,2939.1171378071945
4629,447.4176,2129.7310677897
349,2554.0088,2644.45354740705
2406,3243.7776,1845.4980429512186
7395,303.6048,-1041.08759770311
5339,892.172,1499.255489674573
2603,736.3748,1143.6478476889774
8171,222.3772,1865.844672766126
2208,410.1328,-259.01230248339937
5867,439.428,1510.3398225669914
2755,3275.736,1798.1672487717246
6502,568.5932,778.9858191754147
7794,1947.465,2401.6549317958716
6662,173.108,426.4728232513401
586,665.8,1414.6975723685614
7488,1249.0408,1236.0008494784497
733,1807.647,1947.0651514357319
2124,215.7192,-167.25806225916796
6257,1342.2528,2207.9927542406
4686,1619.2256,1694.7415541621563
932,1215.7508,1705.3400202589141
1127,6872.3876,5627.139502014735
4480,3797.7232,2668.391962381665
7261,5375.6692,3927.96638491183
1527,729.7168,1502.497759134343
5407,1571.288,2593.4502886013647
3107,2695.1584,3486.1152025698893
3132,1966.7732,2326.614145174155
7358,2856.282,2216.1576809591684
2984,1257.0304,2518.86868701049
4013,4857.6768,3921.0026753582565
5427,44.6086,-1276.1106348539142
7149,6474.2392,5399.696332450309
4115,2237.088,2560.1760460689948
5987,2956.152,2033.1871320370244
1575,171.7764,1006.4070774579409
6601,319.584,1765.7019691491137
2614,1279.0018,1011.8460808018383
2483,3153.2288,2894.7605090975135
2513,3119.9388,2420.6632143389775
3393,3403.5696,3122.034266127446
5819,729.7168,1575.9876388116581
6684,157.1288,-524.7557437972719
3245,6291.81,3396.137805091281
3382,1164.4842,1681.239725386352
2233,2857.6136,1698.9791265472418
8429,2876.256,2992.861421087918
2471,1948.1308,2895.5926287276066
3855,4540.756,2427.4859976441744
6464,2195.8084,2092.863896510884
4793,663.1368,1563.7902916399978
1053,1330.2684,2035.5466981179316
3295,1314.2892,658.340445757035
8060,143.8128,297.55092580162943
6215,1030.6584,939.9029150007292
8177,1869.5664,3764.9974382051973
2495,2372.9112,1107.5175668812235
267,1081.925,1462.715702279024
3573,1518.024,2440.9880721546842
6358,1378.206,2434.5613003910908
7224,3415.554,2861.180709114557
8457,1516.6924,1410.13322205842
1044,6048.793,4212.2412814338095
2820,1306.2996,3541.0922662242515
5553,2456.802,3919.835665799883
1193,1571.288,2559.224183626545
2302,1907.517,2109.5601148961205
2862,2239.0854,1958.9780977280586
3942,4725.8484,2979.3586293953367
533,3299.7048,2413.3529285209943
908,657.8104,657.800614800104
7217,319.584,-226.615656595362
3784,3109.9518,1870.5775189806604
65,184.4266,980.1846244007621
3614,1488.7288,1942.8334795062865
354,1255.6988,993.3603023385629
4368,2863.6058,3399.798013695947
6483,555.2772,1030.9639459589678
1491,2380.235,3039.2648220995484
2680,6852.4136,3609.287507637053
3202,539.298,627.6920196314105
1287,282.965,974.1570362002125
5577,6002.8528,4248.232529285004
472,8114.7704,4446.167358591492
4921,4579.3724,3524.8554436700515
5067,4136.6154,3492.076788942768
1701,127.8336,116.67362277903499
4949,2588.6304,2950.230920124002
5741,2668.5264,3523.7784421742926
5279,2514.0608,2608.464134530815
2706,747.0276,2052.8048940184935
3207,2606.607,1521.5456681785838
4803,4199.8664,4929.353168466733
1618,571.2564,915.7911991300145
5751,490.6946,762.6528114279442
7078,3583.3356,2500.669744914026
1201,3383.5956,2453.4645617129454
3966,747.0276,2102.963914675801
3826,2969.468,2465.27537754641
6442,968.739,754.6056124588197
8472,1653.8472,4365.343585760358
5790,247.0118,1978.882287409978
6029,3325.0052,2533.538799172049
4872,2940.1728,3021.244032054092
2888,2167.179,1764.1336770287903
518,3273.7386,3088.4061497441926
6693,1957.452,2220.309586241622
7583,1867.569,1836.6584812087676
8000,4454.202,2490.3727452766707
6033,709.077,860.7310063417613
4269,4266.4464,3818.699169117593
1402,768.999,595.2862193199965
8229,3466.1548,2927.5397660130266
6823,2773.057,2661.2182358728724
8264,3705.177,2862.07068523574
1034,75.9012,-1189.4371459522797
4939,1265.02,2143.4333163485812
6245,527.3136,1460.2723343062419
6535,4165.2448,2974.3624539621233
7202,4225.1668,3537.986833048952
5384,4012.7766,3097.472365451723
8145,3292.381,2729.3428496932115
2812,617.8624,1254.878315304236
8338,3914.904,2143.8055636328077
2758,1768.3648,3290.901962978308
1219,866.8716,1987.6658929305358
4407,587.2356,1611.148010657751
8491,4809.7392,3393.6899548554866
2826,995.371,3297.653463325899
2750,4458.1968,3798.1974017821085
1502,1707.777,785.8200670384327
6784,610.5386,1512.4072383401406
921,615.1992,1461.952969541729
2260,2070.638,3347.627102958099
1919,1482.0708,1360.682155929257
1662,1142.5128,1739.2705287071938
1995,732.38,744.0568073460988
4347,525.982,2295.5853171079743
4726,303.6048,-771.6760317637885
5650,1235.059,2985.1532274150873
177,161.1236,-577.9198269783986
4001,1315.6208,2717.7403740995333
132,6976.2524,4976.181829395326
2963,397.4826,206.44187907521132
2917,1941.4728,1473.510673330965
7045,3523.4136,4032.2862569035806
4376,195.7452,-362.2141090711531
6950,33.29,-1338.910497936623
2481,1192.4478,2192.033488918977
1115,4029.4216,3810.2871507910013
4838,509.337,1734.0441823151275
1147,1438.128,1573.9493383128972
6429,4138.6128,3384.1624350659217
6345,292.952,704.9565442802319
4041,517.3266,1004.5843968646495
4507,2770.3938,2101.377600016232
5143,337.5606,1889.5241056836041
4606,4660.6,3786.225338319171
6407,649.8208,668.9590351151967
828,58.5904,-859.3872776982221
8488,2756.412,4319.31828876595
408,1890.2062,1749.1718849394174
4528,1384.1982,2059.51524049235
6343,1593.9252,1408.8485926695578
2063,1779.0176,1828.295613392505
157,1910.1802,1676.7056247157532
7376,2399.5432,2390.0043195037388
7700,970.7364,1829.2212832039265
2389,419.454,744.2572563620749
7166,162.4552,601.3578343223986
8490,487.3656,744.8925987962723
7179,2042.6744,2487.9204362773103
1005,2157.192,1410.8857223696339
6337,2954.1546,4249.771661828325
4534,3877.6192,2386.0966906800163
7750,196.411,1124.533556146469
37,1609.9044,1684.347254981316
5246,1245.046,1860.9902296129173
866,4643.955,3283.0659368100464
4617,3453.5046,2606.752376778564
7538,1817.634,2555.903409201313
4965,2285.0256,1728.0630507939777
2748,1686.4714,1650.3454589079045
3777,3368.948,3801.3319455757005
1168,2519.3872,1894.994779281427
2142,1208.427,1412.519149608817
1472,2109.2544,2819.841461339413
2829,1874.8928,2017.1331979065735
2807,2862.94,2322.8711766149
95,487.3656,22.76363385310414
6554,3775.086,2893.28615445534
6961,2356.932,2484.9804015398813
841,178.4344,-460.015389394561
8499,2976.126,1698.0301572174883
763,622.523,978.2887673883555
3692,3529.4058,3015.289463109072
8379,2372.9112,3241.877348698805
4691,2025.3636,1569.263773551167
3898,2749.754,3200.4761955382533
1862,1017.3424,2095.8174201041065
3882,3307.6944,2928.9516605020017
5916,3745.125,3650.112386814515
4339,1114.5492,2057.8036524782674
1737,1999.3974,2942.172707593043
1807,120.5098,4.127334586938048
251,1779.0176,1531.0720973148177
7476,1494.0552,1408.3820060450118
334,229.701,-735.8160351036339
3296,308.9312,750.9991043065188
1768,1398.18,1717.8598715378484
6828,458.7362,624.4524841008354
5309,593.2278,609.9586626718283
1393,6897.688,4551.28154902121
736,2626.581,2833.063344127905
6237,4181.224,3349.9497248248485
3932,1145.176,786.5566966223555
1595,1288.9888,1364.1171841740863
6920,777.6544,897.324206476272
5492,2328.9684,1809.2426687952177
6141,4460.86,2939.3935852004925
6813,1765.7016,2457.3474893239936
1832,5785.802,3923.863188009887
3997,591.2304,579.5213937526828
3626,351.5424,-16.595278809257138
1432,1655.1788,1241.4895029490422
8409,4090.6752,4149.0980755664095
4574,2303.668,1952.1856354061983
8500,1907.517,2055.6640887131343
5242,1038.648,2103.9708575418185
3127,2073.3012,1878.298065067921
7344,3225.1352,5059.210684399107
80,1697.79,1691.279474893829
758,4592.0226,5191.7132036521925
465,2048.6666,1981.6628001134736
7139,1896.1984,1976.3902031452633
1233,159.792,-531.1439359815812
5152,2746.425,2967.016431370866
4898,1413.4934,2161.3930650312086
1839,363.5268,950.5246734096746
7273,412.796,-180.60259632593153
1437,6018.1662,4186.739920633462
1142,3747.1224,4329.053876527633
7432,280.9676,288.3075032171563
7599,334.2316,671.4548649115966
3187,2553.343,3265.1258285314757
7611,1290.9862,2644.287827059203
5282,612.536,980.0073913865192
5574,2759.0752,3283.4065475032644
2358,1379.5376,1674.8118481109539
503,1869.5664,1240.9474116742335
7735,4577.375,4462.65985927596
274,2082.6224,1523.16280414927
321,4950.8888,3612.5910861093566
4275,561.9352,2016.8152453348716
7835,57.2588,-880.5373193092529
3060,1203.7664,2435.714610033987
496,2348.9424,3145.975996934939
6065,3954.852,3214.9285629783417
4228,790.9704,1104.8014325212184
7223,2544.6876,2922.7825476274447
8316,2363.59,1590.9589754896901
3049,4578.0408,4046.314844798566
5858,1369.5506,2122.999862911918
683,1488.063,1610.9443026240506
6187,2404.8696,1925.336440530997
7372,1294.3152,838.2865844304373
1261,2681.8424,2291.20989343336
7539,7017.532,5094.363807303955
7365,595.2252,1221.4999004661406
3651,2763.07,1552.310972800225
2922,7142.7024,4625.49631611623
744,2924.8594,2064.378786939428
8437,2596.62,1754.7087131408252
3989,3197.1716,3377.2596423954583
8017,765.67,1309.9940233162993
1732,3779.0808,2836.3895054080217
7214,517.3266,820.0317773739272
3379,727.0536,984.7877345962441
1918,746.3618,760.31532610488
2484,1042.6428,2123.0698468660107
604,2812.3392,2777.678529432748
2002,2693.8268,3131.4684054938293
1962,425.4462,405.23700040047214
6100,2259.0594,2740.3447203832584
5402,1390.1904,1324.0798147725195
4204,2396.88,4058.804018946207
3182,1142.5128,1397.9171477163854
7170,1166.4816,1631.0529440940586
5456,1018.0082,2960.4787825863186
3334,1017.3424,2074.5882551279383
2029,1347.5792,1170.336070742309
4076,2450.144,2572.238293370478
2574,2607.2728,1946.9685694805225
3649,5681.2714,5354.317954797894
3518,4202.5296,4231.140343555869
532,95.8752,-1118.917177320317
2348,3455.502,3726.944074501536
3023,351.5424,-542.5511186005527
5871,129.831,184.6302458067395
5837,628.5152,563.3652050044549
5185,8388.4142,4464.545793483507
3322,3495.45,2292.9223769441674
2651,3643.2576,3729.593122329542
8216,3016.7398,2147.5782609321213
554,4916.2672,3134.859166505905
994,2982.784,2491.300434957763
6208,183.7608,-368.23024500634847
8146,1691.7978,3923.380731405135
2357,2439.4912,3844.0249982513446
2313,131.1626,248.96571406796136
8512,2479.4392,2798.8266690486994
483,520.6556,2179.6389113213613
4625,3551.3772,3986.943548784744
7766,1707.777,1916.484248408044
8033,1831.6158,1456.4067917682332
997,9275.9256,4155.241173733253
4438,2120.573,2681.8032702994074
4195,2649.884,4182.119482215325
8022,5812.434,3126.0739023439255
3852,1073.2696,1393.448624578305
1420,958.752,1971.1975529815006
2580,3629.2758,2643.71365261318
2184,2406.2012,1551.2999081608457
4262,1255.033,1727.2013018189682
1864,1617.894,1509.3571072589582
3312,2252.4014,2146.9753471064805
48,2576.646,1059.5673129087827
7615,904.1564,1134.489094755052
4472,365.5242,8.857415001820868
4604,3139.9128,2893.0898440211527
6604,1418.154,1239.3759594585508
